zcta,year,NAME,total_population,hh_total,hh_income_100_124k,hh_income_125_149k,hh_income_150_174k,hh_income_175_199k,hh_income_200k_plus,male_25_29,male_30_34,male_35_39,male_40_44,female_25_29,female_30_34,female_35_39,female_40_44,median_home_value,median_gross_rent,total_households,total_housing_units,owner_occupied_units,renter_occupied_units,pop_25_44,pct_pop_25_44,hh_income_100k_plus,pct_hh_income_100k_plus,home_value_to_income_ratio,pct_owner_occupied,demand_supply_gap,units_per_target_hh
93527,2019,ZCTA5 93527,1559,680,80,37,35,88,42,81,27,0,30,0,106,42,14,167300,1066,680,932,535,145,300,19.24,282,41.47,1.673,57.4,-253,3.3049645390070923
93531,2019,ZCTA5 93531,338,132,29,0,18,37,23,0,26,7,7,0,8,25,0,466700,,132,154,122,10,73,21.6,107,81.06,4.667,79.22,-15,1.439252336448598
93534,2019,ZCTA5 93534,39367,14161,1352,736,520,375,177,1460,1242,944,1044,1718,1485,1642,1247,224800,1115,14161,15883,4866,9295,10782,27.39,3160,22.31,2.248,30.64,-1706,5.0262658227848105
93553,2019,ZCTA5 93553,1709,670,105,45,25,15,43,11,16,35,10,46,20,66,8,263400,1325,670,670,508,162,212,12.4,233,34.78,2.634,75.82,-275,2.875536480686695
93554,2019,ZCTA5 93554,125,82,0,0,0,0,0,0,0,0,0,0,0,0,0,,,82,157,76,6,0,0.0,0,0.0,,48.41,-76,
93666,2019,ZCTA5 93666,866,217,19,0,0,0,0,60,11,12,19,47,11,34,19,106600,787,217,244,42,175,213,24.6,19,8.76,1.066,17.21,-23,12.842105263157896
93675,2019,ZCTA5 93675,3905,1299,208,160,98,61,87,32,56,87,108,65,39,128,103,229200,969,1299,1645,1148,151,618,15.83,614,47.27,2.292,69.79,-534,2.679153094462541
93721,2019,ZCTA5 93721,7650,2032,243,39,43,51,41,779,724,446,404,360,169,224,128,168500,800,2032,2279,261,1771,3234,42.27,417,20.52,1.685,11.45,156,5.465227817745803
93722,2019,ZCTA5 93722,84621,25288,3565,2299,1096,1289,1015,3619,3679,3264,2677,3685,3287,3321,2541,241300,1185,25288,26542,14379,10909,26073,30.81,9264,36.63,2.413,54.17,-5115,2.86506908462867
93901,2019,ZCTA5 93901,28194,9853,1409,968,795,619,605,1300,1067,1067,736,1343,828,1037,731,490300,1350,9853,10368,4213,5640,8109,28.76,4396,44.62,4.903,40.63,183,2.3585077343039127
93920,2019,ZCTA5 93920,1545,546,101,37,0,46,22,70,71,71,76,34,100,58,40,,731,546,684,153,393,520,33.66,206,37.73,,22.37,53,3.320388349514563
93950,2019,ZCTA5 93950,15547,6849,1057,745,549,767,860,264,414,317,452,280,588,400,443,856800,1758,6849,8357,3184,3665,3158,20.31,3978,58.08,8.568,38.1,794,2.100804424333836
93239,2019,ZCTA5 93239,1246,329,54,19,0,0,0,76,106,46,24,39,20,85,0,,769,329,369,141,188,396,31.78,73,22.19,,38.21,-68,5.054794520547945
93241,2019,ZCTA5 93241,16397,4022,315,172,63,61,41,605,606,616,534,636,432,564,509,132100,813,4022,4355,1610,2412,4502,27.46,652,16.21,1.321,36.97,-958,6.679447852760736
93255,2019,ZCTA5 93255,691,403,16,0,0,52,0,0,52,0,0,57,23,0,0,111000,,403,605,351,52,132,19.1,68,16.87,1.11,58.02,-283,8.897058823529411
93256,2019,ZCTA5 93256,5431,1509,131,10,0,87,0,80,275,297,170,184,299,277,134,128200,874,1509,1619,602,907,1716,31.6,228,15.11,1.282,37.18,-374,7.100877192982456
93280,2019,ZCTA5 93280,28138,6255,568,161,130,107,77,2211,1929,1427,1021,956,841,592,665,169100,757,6255,6889,3663,2592,9642,34.27,1043,16.67,1.691,53.17,-2620,6.6049856184084375
93301,2019,ZCTA5 93301,12325,4698,377,104,166,201,121,473,560,534,233,570,490,414,110,214500,858,4698,5322,1493,3205,3384,27.46,969,20.63,2.145,28.05,-524,5.492260061919505
93437,2019,ZCTA5 93437,3387,1022,234,49,66,42,34,349,257,154,46,217,215,66,46,,1874,1022,1072,0,1022,1350,39.86,425,41.59,,0.0,425,2.5223529411764707
93445,2019,ZCTA5 93445,7106,2462,314,393,167,105,124,280,164,331,294,212,282,244,326,403700,1291,2462,3087,1376,1086,2133,30.02,1103,44.8,4.037,44.57,-273,2.7987307343608343
93442,2019,ZCTA5 93442,10917,5056,839,647,220,383,248,303,317,219,336,302,207,221,321,614500,1556,5056,6623,3005,2051,2226,20.39,2337,46.22,6.145,45.37,-668,2.8339751818570815
93444,2019,ZCTA5 93444,21331,7246,916,841,795,808,844,699,478,760,751,472,525,644,481,598200,1563,7246,7896,5484,1762,4810,22.55,4204,58.02,5.982,69.45,-1280,1.8782112274024738
93453,2019,ZCTA5 93453,2578,1173,124,105,84,51,39,89,0,65,0,9,133,52,35,500000,1198,1173,1336,856,317,383,14.86,403,34.36,5.0,64.07,-453,3.315136476426799
93463,2019,ZCTA5 93463,7911,3230,348,223,316,429,584,222,235,217,137,338,203,123,146,806600,1525,3230,3612,2168,1062,1621,20.49,1900,58.82,8.066,60.02,-268,1.9010526315789473
93514,2019,ZCTA5 93514,14175,5968,852,625,292,311,249,258,312,386,451,282,457,289,574,316200,987,5968,6821,4108,1860,3009,21.23,2329,39.02,3.162,60.23,-1779,2.9287247745813656
93529,2019,ZCTA5 93529,390,187,33,15,23,0,21,7,0,0,0,10,0,0,0,404300,,187,794,177,10,17,4.36,92,49.2,4.043,22.29,-85,8.630434782608695
93541,2019,ZCTA5 93541,244,166,47,0,33,0,0,0,0,0,0,0,0,0,33,203000,,166,296,104,62,33,13.52,80,48.19,2.03,35.14,-24,3.7
93549,2019,ZCTA5 93549,293,134,7,26,10,8,5,0,0,0,0,0,0,0,0,191300,,134,275,108,26,0,0.0,56,41.79,1.913,39.27,-52,4.910714285714286
93562,2019,ZCTA5 93562,1771,775,97,52,46,13,6,48,26,51,66,45,43,84,27,58000,621,775,1061,410,365,390,22.02,214,27.61,0.58,38.64,-196,4.957943925233645
93268,2019,ZCTA5 93268,18731,6420,596,326,217,284,177,1008,513,644,612,625,444,368,761,140900,779,6420,7188,3281,3139,4975,26.56,1600,24.92,1.409,45.65,-1681,4.4925
93271,2019,ZCTA5 93271,2479,1126,235,102,55,90,45,45,54,46,33,36,40,96,80,296400,1305,1126,1595,930,196,430,17.35,527,46.8,2.964,58.31,-403,3.0265654648956355
93954,2019,ZCTA5 93954,551,116,5,11,5,0,0,14,24,2,22,11,26,10,16,214700,967,116,119,65,51,125,22.69,21,18.1,2.147,54.62,-44,5.666666666666667
93955,2019,ZCTA5 93955,34566,10823,1483,1182,633,714,570,1560,1404,1138,1163,1751,1383,1057,1053,490300,1781,10823,11749,4366,6457,10509,30.4,4582,42.34,4.903,37.16,216,2.56416412047141
93960,2019,ZCTA5 93960,26966,4098,698,360,274,194,194,1469,1823,1675,1760,426,652,562,653,368600,1195,4098,4442,2468,1630,9020,33.45,1720,41.97,3.686,55.56,-748,2.582558139534884
91354,2019,ZCTA5 91354,32544,10444,1357,1247,1143,1730,2593,752,796,1218,1142,859,1039,1325,1090,601700,2352,10444,10569,8204,2240,8221,25.26,8070,77.27,6.017,77.62,-134,1.3096654275092936
91010,2019,ZCTA5 91010,26380,8060,1091,1009,487,974,454,954,865,870,1132,830,997,807,1100,471500,1547,8060,8475,5054,3006,7555,28.64,4015,49.81,4.715,59.63,-1039,2.1108343711083437
91203,2019,ZCTA5 91203,15410,6110,671,631,395,316,429,777,825,638,613,653,941,767,453,514900,1678,6110,6528,1002,5108,5667,36.77,2442,39.97,5.149,15.35,1440,2.673218673218673
91340,2019,ZCTA5 91340,36156,8886,1164,812,659,568,355,1456,1257,1247,1137,1654,1204,1356,1151,431100,1381,8886,9383,4959,3927,10462,28.94,3558,40.04,4.311,52.85,-1401,2.637155705452501
91362,2019,ZCTA5 91362,36604,13519,1731,1362,1030,1918,3504,857,682,959,946,819,966,822,1230,814000,2119,13519,14306,9816,3703,7281,19.89,9545,70.6,8.14,68.61,-271,1.4987951807228916
91364,2019,ZCTA5 91364,27971,10648,1182,1180,836,1223,2462,890,789,1026,883,838,793,1135,975,849100,2440,10648,11564,7114,3534,7329,26.2,6883,64.64,8.491,61.52,-231,1.6800813598721487
94946,2019,ZCTA5 94946,658,291,40,16,14,31,106,7,13,9,3,9,5,12,11,1375000,1984,291,353,222,69,69,10.49,207,71.13,13.75,62.89,-15,1.7053140096618358
94950,2019,ZCTA5 94950,123,51,0,0,0,17,6,0,24,0,5,7,0,0,0,1125000,,51,51,34,17,36,29.27,23,45.1,11.25,66.67,-11,2.217391304347826
94973,2019,ZCTA5 94973,1228,652,44,80,31,22,121,0,32,4,0,8,0,0,22,932100,1349,652,682,556,96,66,5.37,298,45.71,9.321,81.52,-258,2.2885906040268456
94555,2019,ZCTA5 94555,38478,11683,1081,1270,1347,1701,4044,933,1312,1728,1830,1168,1909,1979,1701,906400,2561,11683,12193,7939,3744,12560,32.64,9443,80.83,9.064,65.11,1504,1.2912210102721593
94571,2019,ZCTA5 94571,10605,5211,818,447,478,289,146,192,44,165,146,89,101,121,212,344100,1267,5211,5636,4003,1208,1070,10.09,2178,41.8,3.441,71.03,-1825,2.5876951331496785
94576,2019,ZCTA5 94576,105,47,0,7,0,7,7,0,0,0,2,0,0,0,0,,,47,72,31,16,2,1.9,21,44.68,,43.06,-10,3.4285714285714284
94591,2019,ZCTA5 94591,55157,18557,2727,2094,1390,2130,1940,1754,2150,1856,1472,2392,1650,1928,1734,427000,1733,18557,19440,12150,6407,14936,27.08,10281,55.4,4.27,62.5,-1869,1.890866647213306
94595,2019,ZCTA5 94595,18117,9761,1112,866,642,821,1544,269,158,639,175,180,229,427,241,592400,1872,9761,10402,8250,1511,2318,12.79,4985,51.07,5.924,79.31,-3265,2.0866599799398196
94596,2019,ZCTA5 94596,21700,9922,1291,1128,1184,1123,2038,1002,1160,735,627,1170,1070,772,594,1029400,2031,9922,10586,4253,5669,7130,32.86,6764,68.17,10.294,40.18,2511,1.565050266114725
94598,2019,ZCTA5 94598,27831,10358,1041,1017,584,1497,3878,559,628,887,778,829,766,814,1195,951700,2601,10358,10874,7897,2461,6456,23.2,8017,77.4,9.517,72.62,120,1.3563677185979792
94606,2019,ZCTA5 94606,38220,15260,1696,1327,860,1160,928,2140,2221,1691,1488,2357,2351,1634,1530,548600,1299,15260,16487,3119,12141,15412,40.32,5971,39.13,5.486,18.92,2852,2.761179031987942
94610,2019,ZCTA5 94610,31936,15211,2069,1559,1218,1845,3036,1397,1677,1585,1331,2298,2031,1671,1560,1021400,1677,15211,16184,5534,9677,13550,42.43,9727,63.95,10.214,34.19,4193,1.6638223501593503
94618,2019,ZCTA5 94618,17252,7156,553,555,486,977,3062,502,842,665,469,589,822,514,671,1208800,2164,7156,7552,4630,2526,5074,29.41,5633,78.72,12.088,61.31,1003,1.3406710456240014
94703,2019,ZCTA5 94703,21697,8674,839,746,619,1094,1404,1623,1272,862,598,1094,1087,985,654,917500,1816,8674,9429,3527,5147,8175,37.68,4702,54.21,9.175,37.41,1175,2.005316886431306
94705,2019,ZCTA5 94705,13527,5787,466,483,339,701,1855,784,597,555,351,607,436,437,405,1235900,1713,5787,6097,3290,2497,4172,30.84,3844,66.42,12.359,53.96,554,1.586108220603538
94937,2019,ZCTA5 94937,742,402,50,29,54,48,46,0,0,6,7,0,0,7,40,907800,1482,402,727,272,130,60,8.09,227,56.47,9.078,37.41,-45,3.202643171806167
94940,2019,ZCTA5 94940,287,113,21,10,21,0,26,0,0,0,8,23,0,0,8,827600,,113,163,96,17,39,13.59,78,69.03,8.276,58.9,-18,2.08974358974359
94965,2019,ZCTA5 94965,11394,5950,600,540,290,609,1626,327,303,279,332,327,451,337,423,1206900,2178,5950,6364,2964,2986,2779,24.39,3665,61.6,12.069,46.57,701,1.736425648021828
94558,2019,ZCTA5 94558,68315,23924,3346,2651,2020,2750,3750,1838,2258,2281,2098,2154,2077,1871,2017,645500,1765,23924,27100,16309,7615,16594,24.29,14517,60.68,6.455,60.18,-1792,1.8667768822759523
94564,2019,ZCTA5 94564,19260,6757,775,883,629,877,1004,782,926,602,410,702,811,647,510,500500,1828,6757,7058,4505,2252,5390,27.99,4168,61.68,5.005,63.83,-337,1.6933781190019195
94015,2019,ZCTA5 94015,65041,20295,2741,2136,2171,2271,3175,3313,2774,2762,2032,2629,2350,2449,1909,821900,2310,20295,21058,11847,8448,20218,31.09,12494,61.56,8.219,56.26,647,1.685449015527453
94027,2019,ZCTA5 94027,7415,2318,111,122,72,213,1457,116,81,145,194,86,68,148,250,2000001,3501,2318,2600,2141,177,1088,14.67,1975,85.2,20.00001,82.35,-166,1.3164556962025316
94038,2019,ZCTA5 94038,3450,1157,173,115,27,212,323,42,0,81,235,81,19,294,37,972400,1862,1157,1197,902,255,789,22.87,850,73.47,9.724,75.36,-52,1.408235294117647
94041,2019,ZCTA5 94041,14572,6238,602,511,745,679,2033,1209,1216,893,327,970,844,672,437,1546500,2442,6238,6901,2118,4120,6568,45.07,4570,73.26,15.465,30.69,2452,1.5100656455142232
92066,2019,ZCTA5 92066,693,220,35,31,22,5,0,0,35,44,9,26,50,30,16,345800,1154,220,231,140,80,210,30.3,93,42.27,3.458,60.61,-47,2.4838709677419355
92091,2019,ZCTA5 92091,1313,638,0,37,40,100,237,33,5,0,10,40,0,10,51,911900,2400,638,733,564,74,149,11.35,414,64.89,9.119,76.94,-150,1.7705314009661837
92103,2019,ZCTA5 92103,34700,18273,2603,1817,1290,1634,2235,1990,2135,1526,1438,2535,1907,1651,1225,774700,1543,18273,20158,6217,12056,14407,41.52,9579,52.42,7.747,30.84,3362,2.104395030796534
92113,2019,ZCTA5 92113,58408,13581,1257,731,369,268,231,3271,2199,1927,1819,2621,1709,1794,1771,353900,1183,13581,14476,3528,10053,17111,29.3,2856,21.03,3.539,24.37,-672,5.068627450980392
92116,2019,ZCTA5 92116,33408,16317,2476,1743,1118,1324,1464,1575,2631,1728,1526,2111,2329,1592,1345,639800,1438,16317,17897,5433,10884,14837,44.41,8125,49.79,6.398,30.36,2692,2.2027076923076923
92118,2019,ZCTA5 92118,22548,8435,1086,1011,836,898,1947,894,685,523,859,608,496,569,616,1617000,2479,8435,11119,4459,3976,5250,23.28,5778,68.5,16.17,40.1,1319,1.924368293527172
92060,2019,ZCTA5 92060,166,89,59,10,0,0,0,0,0,0,50,0,0,0,0,272500,,89,196,29,60,50,30.12,69,77.53,2.725,14.8,40,2.8405797101449277
92075,2019,ZCTA5 92075,12752,5299,553,666,373,492,1319,260,388,561,227,344,675,348,523,1202900,2219,5299,6363,3145,2154,3326,26.08,3403,64.22,12.029,49.43,258,1.869820746400235
92083,2019,ZCTA5 92083,39509,11274,1900,1314,541,660,505,1800,1607,1475,1384,1548,1711,1304,1296,421900,1564,11274,11939,5155,6119,12125,30.69,4920,43.64,4.219,43.18,-235,2.4266260162601627
92084,2019,ZCTA5 92084,51619,14877,1792,1661,982,1577,1297,2404,1590,1926,1303,2267,1996,1621,1537,548400,1501,14877,15429,8379,6498,14644,28.37,7309,49.13,5.484,54.31,-1070,2.1109590915309893
92104,2019,ZCTA5 92104,45435,21077,2914,2184,1605,1421,1303,3767,3040,2406,1628,3745,3213,1935,1658,608100,1437,21077,23233,5671,15406,21392,47.08,9427,44.73,6.081,24.41,3756,2.4645168134082955
92325,2019,ZCTA5 92325,7948,3154,409,398,204,263,87,307,305,220,205,406,164,77,295,261200,1002,3154,6302,2159,995,1979,24.9,1361,43.15,2.612,34.26,-798,4.630418809698751
92333,2019,ZCTA5 92333,392,211,16,50,21,17,0,0,0,19,0,0,0,19,0,406100,,211,955,192,19,38,9.69,104,49.29,4.061,20.1,-88,9.182692307692308
92336,2019,ZCTA5 92336,98346,25079,3957,3476,2433,2865,2667,3209,3277,4100,3263,3102,3729,3793,3910,417900,1828,25079,25702,19653,5426,28383,28.86,15398,61.4,4.179,76.46,-4255,1.6691778153006884
92365,2019,ZCTA5 92365,2733,1082,227,110,1,39,0,11,69,54,113,88,38,25,85,120900,980,1082,1485,773,309,483,17.67,377,34.84,1.209,52.05,-396,3.938992042440318
92389,2019,ZCTA5 92389,168,102,0,9,0,0,0,0,5,0,6,0,0,0,4,61500,,102,190,88,14,15,8.93,9,8.82,0.615,46.32,-79,21.11111111111111
92398,2019,ZCTA5 92398,2195,676,89,71,36,33,62,83,81,193,31,141,94,149,33,112200,685,676,730,272,404,805,36.67,291,43.05,1.122,37.26,19,2.508591065292096
92606,2019,ZCTA5 92606,26171,9208,1253,897,1059,1104,1649,1143,1247,987,891,1004,1270,1288,857,814200,2320,9208,9678,3791,5417,8687,33.19,5962,64.75,8.142,39.17,2171,1.623280778262328
92802,2019,ZCTA5 92802,42016,11527,1607,1101,724,871,383,1981,1911,1383,1433,1954,1495,1438,1207,523600,1488,11527,12185,4003,7524,12802,30.47,4686,40.65,5.236,32.85,683,2.6002987622705933
92501,2019,ZCTA5 92501,21590,6699,897,714,490,282,305,1194,1033,933,534,1030,825,936,618,317600,1184,6699,7237,2887,3812,7103,32.9,2688,40.13,3.176,39.89,-199,2.6923363095238093
92508,2019,ZCTA5 92508,38428,10010,1289,1423,1319,1705,1415,1415,1201,1148,1385,1450,1210,1226,1347,463900,2053,10010,10351,7902,2108,10382,27.02,7151,71.44,4.639,76.34,-751,1.447489861557824
92518,2019,ZCTA5 92518,1021,483,105,69,30,0,17,0,31,60,10,17,19,27,25,289700,1669,483,696,41,442,189,18.51,221,45.76,2.897,5.89,180,3.1493212669683257
92705,2019,ZCTA5 92705,47298,14738,1647,1438,1278,1823,3463,1614,1686,1431,1537,1286,1057,1461,1434,861400,1733,14738,15577,9825,4913,11506,24.33,9649,65.47,8.614,63.07,-176,1.6143641828168722
92883,2019,ZCTA5 92883,35933,10533,1618,1596,1291,1483,1607,927,902,1150,1529,844,1134,1313,1489,472300,2391,10533,11137,8560,1973,9288,25.85,7595,72.11,4.723,76.86,-965,1.4663594470046082
92536,2019,ZCTA5 92536,3076,1087,144,166,54,0,96,115,157,42,111,0,139,53,74,297200,881,1087,1658,842,245,691,22.46,460,42.32,2.972,50.78,-382,3.6043478260869564
92557,2019,ZCTA5 92557,53406,13901,2373,1860,985,978,619,2311,2583,1651,1417,1964,2491,1393,1623,326500,1520,13901,14956,9190,4711,15433,28.9,6815,49.03,3.265,61.45,-2375,2.1945707997065296
92571,2019,ZCTA5 92571,57622,12846,2186,1443,769,655,368,2134,2407,1699,1706,2309,1862,2403,2127,280200,1565,12846,13329,8491,4355,16647,28.89,5421,42.2,2.802,63.7,-3070,2.4587714443829554
92582,2019,ZCTA5 92582,17219,4019,736,479,251,252,125,956,462,703,452,526,635,509,636,273400,1566,4019,4579,3037,982,4879,28.33,1843,45.86,2.734,66.32,-1194,2.484536082474227
92584,2019,ZCTA5 92584,54235,14974,2679,2300,1448,1779,1219,2399,1901,1740,1897,2453,1843,1959,1778,372100,1921,14974,15752,12011,2963,15970,29.45,9425,62.94,3.721,76.25,-2586,1.6712997347480105
95130,2019,ZCTA5 95130,14660,5135,551,359,322,649,1604,519,523,548,595,352,682,679,684,1216700,1865,5135,5319,2991,2144,4582,31.26,3485,67.87,12.167,56.23,494,1.526255380200861
95138,2019,ZCTA5 95138,20674,6145,425,496,404,981,2729,470,718,637,729,542,669,730,792,1021400,2709,6145,6260,5324,821,5287,25.57,5035,81.94,10.214,85.05,-289,1.2432969215491558
95210,2019,ZCTA5 95210,41509,11929,1172,713,399,314,283,1631,1536,1221,1029,1995,1255,1291,1313,219600,1137,11929,12529,5444,6485,11271,27.15,2881,24.15,2.196,43.45,-2563,4.348837209302325
95233,2019,ZCTA5 95233,548,185,20,33,9,9,19,0,31,7,15,26,8,38,0,315600,,185,322,155,30,125,22.81,90,48.65,3.156,48.14,-65,3.577777777777778
95237,2019,ZCTA5 95237,3639,1269,152,138,56,72,97,171,173,73,96,63,137,123,64,354400,1233,1269,1285,922,347,900,24.73,515,40.58,3.544,71.75,-407,2.495145631067961
95255,2019,ZCTA5 95255,1289,603,121,10,8,0,0,11,38,16,18,0,0,33,9,220600,805,603,1243,469,134,125,9.7,139,23.05,2.206,37.73,-330,8.942446043165468
91202,2019,ZCTA5 91202,23345,8903,1125,948,794,676,922,959,990,675,666,1033,987,953,694,767500,1754,8903,9389,3403,5500,6957,29.8,4465,50.15,7.675,36.24,1062,2.1027995520716685
91207,2019,ZCTA5 91207,11031,4081,373,404,274,394,797,424,218,199,170,548,223,226,361,1021600,1711,4081,4313,2311,1770,2369,21.48,2242,54.94,10.216,53.58,-69,1.923728813559322
91208,2019,ZCTA5 91208,15860,5855,795,671,508,620,1417,493,406,326,558,680,412,472,576,915100,1975,5855,6196,3863,1992,3923,24.74,4011,68.51,9.151,62.35,148,1.544751932186487
91214,2019,ZCTA5 91214,30787,10357,1103,1158,1159,1130,2017,667,400,920,956,641,631,1003,1299,777300,1945,10357,10912,7616,2741,6517,21.17,6567,63.41,7.773,69.79,-1049,1.661641541038526
91307,2019,ZCTA5 91307,26341,8650,868,1052,768,1256,2179,510,513,756,887,618,440,946,863,660900,2787,8650,8935,7249,1401,5533,21.01,6123,70.79,6.609,81.13,-1126,1.4592520006532745
91311,2019,ZCTA5 91311,40839,14283,2489,1574,1062,1570,2017,1493,1221,1610,1071,1323,1050,1567,1140,616400,1868,14283,14595,9222,5061,10475,25.65,8712,61.0,6.164,63.19,-510,1.675275482093664
91344,2019,ZCTA5 91344,53613,17037,2410,2113,1802,2106,2179,2153,1620,1252,1684,1349,1542,1588,1736,616100,1817,17037,17834,12755,4282,12924,24.11,10610,62.28,6.161,71.52,-2145,1.6808671065032987
91730,2019,ZCTA5 91730,72407,24015,4153,3213,1316,1755,1204,3488,3238,2827,2061,3337,3139,2230,2447,407000,1737,24015,25297,10705,13310,22767,31.44,11641,48.47,4.07,42.32,936,2.1730950949231165
91764,2019,ZCTA5 91764,56677,16482,2796,1627,867,787,383,2530,2594,1969,2132,2409,2296,2247,2074,353600,1567,16482,17174,7247,9235,18251,32.2,6460,39.19,3.536,42.2,-787,2.6585139318885447
91775,2019,ZCTA5 91775,25004,8113,1139,834,717,811,1166,858,610,816,829,841,646,828,929,810400,1611,8113,8788,5205,2908,6357,25.42,4667,57.52,8.104,59.23,-538,1.883008356545961
91790,2019,ZCTA5 91790,45444,12254,2028,1421,1000,1171,1143,1725,1454,1454,1424,1748,1577,1487,1599,514800,1665,12254,12717,7978,4276,12468,27.44,6763,55.19,5.148,62.73,-1215,1.88037853023806
91977,2019,ZCTA5 91977,64750,19154,2632,2146,1393,1514,888,3114,2365,2098,2159,2589,2376,2344,2106,441700,1463,19154,19868,11220,7934,19151,29.58,8573,44.76,4.417,56.47,-2647,2.317508456782923
91020,2019,ZCTA5 91020,8633,3524,434,285,385,332,149,440,218,336,409,430,290,344,398,615900,1708,3524,3762,1252,2272,2865,33.19,1585,44.98,6.159,33.28,333,2.3735015772870662
91030,2019,ZCTA5 91030,25637,9815,1382,932,841,1036,2335,687,752,858,1102,859,966,1091,1205,1071000,1802,9815,10666,4659,5156,7520,29.33,6526,66.49,10.71,43.68,1867,1.634385534783941
91104,2019,ZCTA5 91104,37874,13164,1535,1033,932,1233,2055,1227,940,1401,1341,1438,1172,1637,1367,744000,1510,13164,13972,6556,6608,10523,27.78,6788,51.56,7.44,46.92,232,2.058338243959929
91205,2019,ZCTA5 91205,37638,14382,1536,860,611,884,671,1701,1628,1267,930,1562,1567,1400,1195,585100,1480,14382,15271,2158,12224,11250,29.89,4562,31.72,5.851,14.13,2404,3.3474353353792194
91007,2019,ZCTA5 91007,34116,11657,1550,1412,836,1144,1570,920,985,1030,923,1057,1023,1149,1152,1046500,1624,11657,12919,6173,5484,8239,24.15,6512,55.86,10.465,47.78,339,1.9838759213759214
91042,2019,ZCTA5 91042,26966,9961,1411,985,688,766,684,793,1143,862,838,859,1062,766,715,556800,1495,9961,10775,5365,4596,7038,26.1,4534,45.52,5.568,49.79,-831,2.3764887516541684
91206,2019,ZCTA5 91206,34739,13372,1538,1344,861,1213,1320,1246,1370,1224,1069,1083,1462,1385,1186,781300,1645,13372,14226,4810,8562,10025,28.86,6276,46.93,7.813,33.81,1466,2.2667304015296366
91301,2019,ZCTA5 91301,26334,9295,1001,990,683,1282,2626,583,772,693,784,565,672,921,779,834300,2536,9295,9879,7340,1955,5769,21.91,6582,70.81,8.343,74.3,-758,1.5009115770282588
91320,2019,ZCTA5 91320,44968,14971,1630,1904,1427,2093,3702,1101,976,1387,1311,874,1127,1443,1386,695200,2267,14971,15622,11449,3522,9605,21.36,10756,71.85,6.952,73.29,-693,1.4523986612123465
91321,2019,ZCTA5 91321,34014,10781,1192,1001,1079,1032,948,1154,1225,1086,674,1287,932,995,814,483700,1642,10781,11178,6074,4707,8167,24.01,5252,48.72,4.837,54.34,-822,2.1283320639756282
91350,2019,ZCTA5 91350,36173,11402,1413,1379,1299,2141,1835,1180,1059,1176,1300,1163,1251,974,1399,543200,1933,11402,11732,9590,1812,9502,26.27,8067,70.75,5.432,81.74,-1523,1.4543200694186191
91351,2019,ZCTA5 91351,32711,10076,1746,964,831,1271,717,1128,837,1442,1209,908,1246,1180,1064,427400,1711,10076,10425,7325,2751,9014,27.56,5529,54.87,4.274,70.26,-1796,1.8855127509495389
91361,2019,ZCTA5 91361,20258,8556,884,1028,555,1028,2450,579,371,607,434,422,505,514,467,952900,2317,8556,8951,6153,2403,3899,19.25,5945,69.48,9.529,68.74,-208,1.5056349873843566
91601,2019,ZCTA5 91601,36841,16710,1885,1314,772,788,1064,3487,2869,1717,1292,2535,2332,1711,926,656100,1538,16710,18506,2994,13716,16869,45.79,5823,34.85,6.561,16.18,2829,3.178086896788597
91606,2019,ZCTA5 91606,44295,15401,1935,1010,760,699,763,2352,1822,2069,1481,2002,1758,1640,1527,560800,1308,15401,16242,4881,10520,14651,33.08,5167,33.55,5.608,30.05,286,3.1434101025740273
91732,2019,ZCTA5 91732,62905,16066,2294,832,606,890,397,3278,2189,2156,2290,2121,2076,2081,2149,465200,1318,16066,16558,6818,9248,18340,29.16,5019,31.24,4.652,41.18,-1799,3.2990635584777843
